domain,ip,asn,country,as_name,hosting_location
koyal.pk,3.124.45.42,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
nightynight.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
noacss.pk,142.4.25.155,46606,US,"UNIFIEDLAYER-AS-1 - Unified Layer, US",Abroad
islamabadairport.com.pk,59.103.225.172,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
chabee.pk,104.26.8.164,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
list.com.pk,104.21.34.182,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
allurebeauty.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kmu.edu.pk,172.67.72.57,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
clasf.pk,172.67.170.148,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
scouted-today.pk,185.178.208.132,57724,RU,"DDOS-GUARD - DDOS-GUARD LTD, RU",Abroad
autoline24.pk,144.76.229.22,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
mepcoebillcheck.pk,104.161.19.251,53755,US,"IOFLOOD - Input Output Flood LLC, US",Abroad
sngpl.com.pk,58.27.202.230,38264,PK,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",Local
dmarket.pk,104.17.144.110,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
1winbet.pk,157.230.16.210,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
pmyp.gov.pk,43.250.84.153,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
readings.com.pk,108.139.60.59,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
mountaindew.pk,45.223.17.132,19551,US,"INCAPSULA - Incapsula Inc, US",CDN
ticketwala.pk,104.18.4.194,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
safwa.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
nestle.pk,99.83.129.68,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
savings.gov.pk,175.107.33.91,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
iba-suk.edu.pk,121.52.154.82,45773,PK,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",Local
hamdard.edu.pk,198.23.61.109,14555,US,"LIQUIDNETLTD1 - LiquidNet US LLC, US",Abroad
juglo.pk,172.67.193.244,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
medicalstore.com.pk,172.67.165.123,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
aysonline.pk,104.21.7.112,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
onic.com.pk,141.193.213.10,209242,US,"CLOUDFLARESPECTRUM - Cloudflare London, LLC, US",CDN
mashriqtv.pk,104.21.69.63,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kandns.pk,84.32.84.66,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
tgtstore.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
waves.net.pk,192.95.14.154,16276,CA,"OVH - OVH SAS, FR",Abroad
homenet.com.pk,51.161.209.19,16276,CA,"OVH - OVH SAS, FR",Abroad
shopon.pk,104.26.10.156,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cabinet.gov.pk,175.107.60.237,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
akhuwat.org.pk,20.126.128.103,8075,US,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",Abroad
partysharty.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
habib.edu.pk,52.30.165.170,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
islamabadpolice.gov.pk,43.250.84.139,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
carrefour.pk,2.19.193.155,20940,NL,"AKAMAI-ASN1 - Akamai International B.V., NL",CDN
iiui.edu.pk,198.187.31.75,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
kinnaird.edu.pk,152.53.85.158,197540,AT,"netcup-AS - netcup GmbH, DE",Abroad
mod.gov.pk,203.101.184.86,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
techarc.pk,172.67.146.174,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
vegas.pk,142.132.130.158,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
metro-online.pk,103.138.189.71,204800,GB,"WHG-SGP - WHG Hosting Services Ltd, GB",Abroad
nasstecairnet.net.pk,199.188.201.205,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
rescue.gov.pk,108.178.4.234,32475,US,"SINGLEHOP-LLC - Internap Holding LLC, US",Abroad
ihc.gov.pk,175.107.60.232,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
ist.edu.pk,172.67.144.243,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
shc.gov.pk,104.21.77.178,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
shop-kandns.pk,88.223.89.23,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
realproperty.pk,172.67.144.39,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
digilog.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
piratemedia.pk,194.102.104.3,48753,RO,"AVAHOHST - AVA HOST SRL, MD",Abroad
qurtuba.edu.pk,5.9.109.105,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
thesiswritinghelp.com.pk,89.116.109.132,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
computerzone.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
autoplay.com.pk,172.67.201.173,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lumhs.edu.pk,132.148.78.219,398101,US,"GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
eobi.gov.pk,210.56.16.59,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
vmart.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
nitb.gov.pk,203.101.184.87,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
cozmetica.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mobilemall.pk,172.67.138.139,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
oec.gov.pk,103.55.68.157,23674,PK,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",Local
nlc.com.pk,104.26.6.113,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
snms.net.pk,192.185.79.31,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
charaghdinrice.com.pk,162.55.88.225,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
machineryline.pk,144.76.229.22,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
businesslist.pk,104.21.13.76,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lcwu.edu.pk,78.110.160.130,42831,GB,"UKSERVERS-AS - UK Dedicated Servers Limited, GB",Abroad
essentia.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mispl.pk,162.55.1.247,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
bok.com.pk,67.225.171.10,32244,US,"LIQUIDWEB - Liquid Web, L.L.C, US",Abroad
lmp.net.pk,103.221.247.122,131471,PK,"LOGINMEPVTLTD-AS-AP - Login.Me (Pvt) Ltd, PK",Local
honda.com.pk,104.20.31.71,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
toyzone.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
salu.edu.pk,121.52.155.199,45773,PK,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",Local
derma.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
vs.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zahcomputers.pk,104.21.91.110,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
apollosports.pk,172.67.157.95,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
helloworld.pk,39.61.38.170,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
subhanelectronics.pk,172.67.190.124,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bookshub.pk,172.67.152.206,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
askaribank.com.pk,104.18.3.57,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
optix.pk,199.188.200.144,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
czone.com.pk,172.67.75.81,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
naibaat.pk,65.21.69.138,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
almumtaz.com.pk,172.67.155.134,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
losha.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
monark.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tanabana.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
linkshop.pk,104.21.18.117,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lgu.edu.pk,172.67.210.178,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sehgalmotors.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
itu.edu.pk,156.67.211.191,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
albaraka.com.pk,192.124.249.61,30148,US,"SUCURI-SEC - Sucuri, US",Abroad
ptv.com.pk,172.66.173.8,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
petsone.pk,104.21.39.231,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ibcc.edu.pk,162.159.136.54,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fui.edu.pk,172.67.128.169,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
psdf.org.pk,103.173.63.19,147031,PK,"MWSL-AS-AP - Million Web Services Private Limited, PK",Local
shifa.com.pk,172.67.68.27,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
wisemarket.com.pk,13.236.29.245,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
ayubmed.edu.pk,50.28.48.75,32244,US,"LIQUIDWEB - Liquid Web, L.L.C, US",Abroad
pc.gov.pk,175.107.60.8,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
ssuet.edu.pk,69.72.149.148,209341,GB,"WHG-FRA - WHG Hosting Services Ltd, GB",Abroad
dsmonline.pk,3.6.34.142,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
binfahad.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dnd.com.pk,172.67.161.40,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
broadwaypizza.com.pk,216.150.16.1,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
ramza.pk,104.21.88.112,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bankislami.com.pk,104.18.28.162,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fasttel.com.pk,198.54.115.46,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
jobsalert.pk,104.21.77.7,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
thecityschool.edu.pk,104.21.43.141,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hbs.edu.pk,172.67.176.233,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ameena.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dailyaaj.com.pk,104.26.6.224,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
eveen.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
gobazar.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hopkicks.pk,65.109.64.109,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
sundaybazar.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
thebabyworld.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
starlet.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ipo.gov.pk,103.226.216.153,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
dominos.com.pk,56.10.4.97,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
naukriupdate.pk,209.42.21.23,51713,GB,"WHG-LON - WHG Hosting Services Ltd, GB",Abroad
sadapay.pk,198.202.211.1,209242,US,"CLOUDFLARESPECTRUM - Cloudflare London, LLC, US",CDN
philips.com.pk,172.66.2.9,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lahoreairport.com.pk,59.103.225.172,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
chicken-road.org.pk,104.21.22.35,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
laptab.com.pk,84.32.84.114,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
max.com.pk,194.36.184.130,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
fesco.com.pk,163.61.25.38,153561,PK,"PITC1-AS-AP - PITC, PK",Local
opendata.com.pk,56.10.36.96,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
alairaschool.edu.pk,68.66.200.212,55293,US,"A2HOSTING - A2 Hosting, Inc., US",Abroad
ainak.pk,192.124.249.177,30148,US,"SUCURI-SEC - Sucuri, US",Abroad
allmytech.pk,172.66.41.10,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
aneelas.pk,23.227.38.73,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
awkum.edu.pk,172.67.73.23,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dablew.pk,104.21.4.119,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
metroshoes.com.pk,203.124.33.162,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
peachmart.pk,172.67.211.17,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
safrinskincare.com.pk,104.21.56.2,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
toycompany.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
wearium.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
weather.gov.pk,104.21.60.189,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
xeemart.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
apkzone.pk,157.90.1.43,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
princestore.pk,172.67.177.206,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
szabist-isb.edu.pk,111.68.108.206,45773,PK,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",Local
urdubazaronline.pk,104.21.34.41,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
chemistdirect.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
qeemat.com.pk,104.21.48.97,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
forex.pk,104.21.12.182,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sindhhealth.gov.pk,69.55.59.162,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
amts.pk,213.133.99.252,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
statelife.com.pk,172.67.69.52,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pid.gov.pk,203.124.45.87,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
bisebwp.edu.pk,182.176.111.203,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
imsciences.edu.pk,172.67.200.54,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
seecs.edu.pk,111.68.101.54,45773,PK,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",Local
ancient.pk,162.254.34.248,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
callcourier.com.pk,202.69.35.190,23750,PK,"GERRYS-AS-AP - GERRYS INFORMATION TECHNOLOGY PVT LTD., PK",Local
riphahfsd.edu.pk,92.204.27.215,21499,DE,"GODADDY-SXB - Host Europe GmbH, DE",Abroad
daewoo.com.pk,144.76.195.231,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
juw.edu.pk,174.136.29.208,17378,US,"AS17378 - TierPoint, LLC, US",Abroad
ric.edu.pk,172.67.165.218,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
no777games.pk,84.32.84.48,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
discountstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
megathriftstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
gulmahal.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kpbte.edu.pk,210.2.169.136,23966,PK,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",Local
stbb.edu.pk,172.67.212.95,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dnt.net.pk,23.106.248.81,59253,SG,"LEASEWEB-APAC-SIN-11 - LEASEWEB SINGAPORE PTE. LTD., SG",Abroad
propertymanzil.pk,37.27.143.248,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
pof.gov.pk,104.20.28.172,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
vapebazaar.pk,172.67.215.113,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tdap.gov.pk,104.21.44.47,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
uos.edu.pk,172.67.205.219,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jcpsp.pk,111.68.111.16,45773,PK,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",Local
purchaser.com.pk,104.21.55.168,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
freemeteo.pk,188.40.137.145,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
friendshome.pk,172.67.150.128,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
babiesstore.pk,172.67.163.163,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
goldenpearl.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pac.edu.pk,104.21.51.182,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
airtek.com.pk,88.222.222.104,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
kiet.edu.pk,172.67.72.16,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rozzana.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mns.com.pk,76.13.75.85,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
isms.pk,104.21.17.77,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dragontiger.pk,172.67.181.154,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lifestyle-collection.com.pk,172.67.142.203,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pakstyle.pk,172.67.210.91,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mobilewale.pk,2.57.91.248,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
procamera.pk,77.37.48.107,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
allgovtjobz.pk,172.67.157.227,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
studentstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ubl.com.pk,202.61.46.202,23966,PK,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",Local
cougar.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
gotest.com.pk,104.21.68.231,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tourism.gov.pk,203.101.184.77,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
pakbyte.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
drhassanoncologist.pk,172.67.181.106,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
happysteppy.pk,199.192.25.243,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
beautygirl.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tobacs.pk,104.21.43.100,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cometgroup.com.pk,51.68.181.73,16276,FR,"OVH - OVH SAS, FR",Abroad
newbooksnbooks.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bakraonline.pk,172.67.186.45,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tuf.edu.pk,104.26.10.160,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ndu.edu.pk,43.250.84.230,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
gadgethome.pk,217.197.98.50,211611,RO,"eximhost - Exim Host SRL, RO",Abroad
cuiatd.edu.pk,172.67.220.136,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
herbiotics.pk,23.227.38.66,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hondazone.pk,179.61.189.188,47583,AE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
missrose.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
surmawala.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
theentertainer.pk,23.227.38.72,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
thehijabeez.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
trovit.com.pk,213.229.152.166,8220,GB,"COLT - COLT Technology Services Group Limited, GB",Abroad
tulips.com.pk,104.21.28.87,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bilalmarth7.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
savys.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
alag.pk,192.250.227.233,36454,GB,"WHG-DAL - WHG Hosting Services Ltd, GB",Abroad
mostbetonline.pk,172.67.172.119,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sabaq.pk,35.241.27.25,396982,US,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",Abroad
miraalrestaurant.com.pk,172.67.176.231,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mohtasib.gov.pk,203.101.184.86,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
hotelmetropolemurree.pk,104.21.52.15,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kemu.edu.pk,37.44.245.42,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
cpec.gov.pk,175.107.60.159,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
sin88.pk,172.67.188.123,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
theperfumeclub.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
flickbizz.com.pk,202.59.15.8,141342,PK,"FIBERISHPVTLTD-AS-AP - FIBERISH (PVT) LTD, PK",Local
funsies.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rios.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
elyscents.pk,104.21.95.71,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mirari.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ppl.com.pk,15.197.142.173,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
sunainatextile.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
charcoal.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dwphome.pk,172.67.143.197,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
elearn.gov.pk,103.226.217.236,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
ppra.gov.pk,59.103.225.210,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
numspak.edu.pk,172.67.74.69,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hamdard.pk,163.182.170.165,40244,US,"TURNKEY-INTERNET - Turnkey Internet Inc., US",Abroad
piast.edu.pk,104.21.49.161,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
scholastic.edu.pk,77.37.48.106,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
mustaqbel.com.pk,50.6.154.85,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
tripbookly.pk,94.23.162.163,16276,FR,"OVH - OVH SAS, FR",Abroad
reana.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
srb.gos.pk,203.130.1.20,24435,PK,"SUPERNET-PAKISTAN-AS-AP - Supernet Limited Transit Autonomous System Number, PK",Local
superhost.pk,176.9.63.151,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
ffc.com.pk,104.18.29.7,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pagalworld.com.pk,172.67.173.176,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
shadiyana.pk,104.21.36.100,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
commerce.gov.pk,172.67.222.237,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
babiesworld.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
