website,hosting,isp_cdn,rank,cisa_sector
wowbags.pk,CDN,Cloudflare,842437,Commercial Facilities
x111gameapp.pk,Abroad,Namecheap  Inc. (US),842713,Commercial Facilities
xmed.pk,Abroad,OVH SAS (CA),843121,Commercial Facilities
xoxostore.pk,CDN,Cloudflare,843493,Commercial Facilities
y888games.pk,Abroad,OVH SAS (DE),843878,Commercial Facilities
y999.pk,Abroad,Namecheap  Inc. (US),843886,Commercial Facilities
y999gameapp.pk,Abroad,Namecheap  Inc. (US),843887,Commercial Facilities
yards.pk,CDN,Cloudflare,844040,Commercial Facilities
yourmart.pk,Abroad,WHG Hosting Services Ltd (SG),844494,Commercial Facilities
yumi.pk,CDN,Cloudflare,844678,Commercial Facilities
yumtreats.pk,CDN,Cloudflare,844684,Commercial Facilities
zaha.pk,CDN,Cloudflare,844923,Commercial Facilities
zahrastores.pk,CDN,Cloudflare,844938,Commercial Facilities
zamaschool.pk,CDN,AWS,844980,Commercial Facilities
zing.pk,CDN,Cloudflare,845380,Commercial Facilities
zubi.pk,CDN,Cloudflare,845694,Commercial Facilities
toystorepakistan.pk,CDN,Cloudflare,847263,Commercial Facilities
suchtv.pk,CDN,Cloudflare,848590,Commercial Facilities
dotz.pk,Abroad,OVH SAS (CA),851558,Commercial Facilities
digikhata.pk,CDN,Cloudflare,853045,Commercial Facilities
curl.pk,CDN,Cloudflare,854742,Commercial Facilities
testinstruments.pk,CDN,Cloudflare,860775,Commercial Facilities
shopids.pk,CDN,Cloudflare,863254,Commercial Facilities
shadiyana.pk,CDN,Cloudflare,866780,Commercial Facilities
lahorebooks.pk,Abroad,Oracle Corporation (US),867394,Commercial Facilities
2sstore.pk,CDN,Cloudflare,868762,Commercial Facilities
98-pkr.pk,Abroad,Namecheap  Inc. (US),869068,Commercial Facilities
arfragrances.pk,CDN,Cloudflare,869789,Commercial Facilities
babybazar.pk,CDN,Cloudflare,870106,Commercial Facilities
bloon.pk,CDN,Cloudflare,870622,Commercial Facilities
chte.gob.pk,Abroad,Namecheap  Inc. (US),871316,Commercial Facilities
chunkncheese.pk,CDN,Cloudflare,871319,Commercial Facilities
dermacospakistan.pk,Abroad,Hostinger International Limited (LT),872022,Commercial Facilities
haseenlibas.pk,CDN,Cloudflare,874092,Commercial Facilities
histreet.pk,CDN,Cloudflare,874253,Commercial Facilities
homeindoor.pk,CDN,Cloudflare,874318,Commercial Facilities
iqorganicsolution.pk,CDN,Cloudflare,874820,Commercial Facilities
leshop.pk,CDN,Cloudflare,875989,Commercial Facilities
lucky-pkr.pk,CDN,Cloudflare,876275,Commercial Facilities
mepcowapdabills.pk,Abroad,Hostinger International Limited (LT),876793,Commercial Facilities
neonsquare.pk,CDN,Cloudflare,877612,Commercial Facilities
ordinarypakistan.pk,Abroad,Telepoint (BG),878159,Commercial Facilities
p999.pk,CDN,Cloudflare,878269,Commercial Facilities
pashafabrics.pk,CDN,Cloudflare,878413,Commercial Facilities
petxpress.pk,Abroad,WHG Hosting Services Ltd (GB),878569,Commercial Facilities
pumpitup.pk,CDN,Cloudflare,879112,Commercial Facilities
scentyou.pk,CDN,Cloudflare,879992,Commercial Facilities
soshades.pk,CDN,Cloudflare,880681,Commercial Facilities
steamshop.pk,CDN,Cloudflare,880848,Commercial Facilities
tamaam.pk,Abroad,Hostinger International Limited (LT),881180,Commercial Facilities
tiraz.pk,CDN,Cloudflare,881619,Commercial Facilities
wehome.pk,CDN,Cloudflare,882753,Commercial Facilities
youthacademy.pk,CDN,Cloudflare,883211,Commercial Facilities
zaviyaa.pk,CDN,Cloudflare,883296,Commercial Facilities
zc777-game.pk,Abroad,Namecheap (US),883303,Commercial Facilities
darazmart.pk,CDN,Cloudflare,894666,Commercial Facilities
homeshopping.pk,CDN,Cloudflare,897336,Commercial Facilities
hostinger.pk,CDN,Cloudflare,897791,Commercial Facilities
288win.pk,Abroad,Namecheap  Inc. (US),900341,Commercial Facilities
388winapp.pk,Abroad,Namecheap  Inc. (US),900519,Commercial Facilities
588wingames.pk,Abroad,Namecheap  Inc. (US),900729,Commercial Facilities
alphax.pk,CDN,Cloudflare,901823,Commercial Facilities
asanquran.pk,CDN,Cloudflare,902282,Commercial Facilities
barkatx.pk,CDN,Cloudflare,902835,Commercial Facilities
bcgm.pk,CDN,Cloudflare,902960,Commercial Facilities
checksimownerdetails.pk,Abroad,Hostinger International Limited (LT),904628,Commercial Facilities
clubpkgame.pk,CDN,Cloudflare,904874,Commercial Facilities
eurobit.pk,Abroad,Hostinger International Limited (LT),906756,Commercial Facilities
glossifix.pk,CDN,Cloudflare,908091,Commercial Facilities
gmlaw.pk,Abroad,Hostinger International Limited (LT),908109,Commercial Facilities
gulnaar.pk,CDN,Cloudflare,908399,Commercial Facilities
jobify.pk,CDN,Cloudflare,910248,Commercial Facilities
khizaan.pk,CDN,Cloudflare,910904,Commercial Facilities
malbusaat.pk,CDN,Cloudflare,912627,Commercial Facilities
npftasjobs.pk,Abroad,Hostinger International Limited (LT),914587,Commercial Facilities
onlinebillchecker.pk,Abroad,Hostinger International Limited (US),914959,Commercial Facilities
onlinebills.pk,CDN,Cloudflare,914960,Commercial Facilities
pakistanschemes.pk,Abroad,Hostinger International Limited (LT),915452,Commercial Facilities
ptclab.pk,Abroad,Contabo GmbH (FR),916706,Commercial Facilities
rajabbutt.pk,CDN,Cloudflare,917086,Commercial Facilities
rarestore.pk,CDN,Cloudflare,917254,Commercial Facilities
secureteen.pk,CDN,AWS,918429,Commercial Facilities
sngplbillcheck.pk,Abroad,Namecheap  Inc. (US),919241,Commercial Facilities
we999app.pk,Abroad,Namecheap  Inc. (US),922459,Commercial Facilities
zarajahan.pk,CDN,Cloudflare,923506,Commercial Facilities
royalelectric.pk,Abroad,Limestone Networks (US),929808,Commercial Facilities
pakbyte.pk,CDN,Cloudflare,945395,Commercial Facilities
cheaphosting.pk,Abroad,Hetzner Online GmbH (DE),946307,Commercial Facilities
cmpunjabrashancard.pk,CDN,Cloudflare,948792,Commercial Facilities
reading.pk,CDN,Cloudflare,950343,Commercial Facilities
allrugo.pk,CDN,Cloudflare,954987,Commercial Facilities
darlink.pk,Abroad,HOSTINGER-SG (SG),956009,Commercial Facilities
city21.pk,Abroad,Hewlett Packard Enterprise Company (US),956201,Commercial Facilities
mhsourcing.pk,Abroad,Hostinger International Limited (LT),959124,Commercial Facilities
bookshub.pk,CDN,Cloudflare,960471,Commercial Facilities
wenews.pk,CDN,Cloudflare,962152,Commercial Facilities
gutx.pk,Abroad,Web Werks India Pvt. Ltd. (IN),964207,Commercial Facilities
emaila.pk,Abroad,Contabo GmbH (FR),965389,Commercial Facilities
leyjao.pk,Abroad,HOSTINGER IN (IN),967274,Commercial Facilities
khanaan.pk,CDN,Cloudflare,968354,Commercial Facilities
hotelmetropolemurree.pk,CDN,Cloudflare,968857,Commercial Facilities
carbuddy.pk,Abroad,Enix Ltd (GB),969272,Commercial Facilities
kafka.pk,CDN,Cloudflare,970490,Commercial Facilities
tjmart.pk,Abroad,Hostinger International Limited (SG),976660,Commercial Facilities
accsys.pk,Abroad,20i Limited (GB),985577,Commercial Facilities
buysolar.pk,Abroad,Oracle Corporation (US),985666,Commercial Facilities
abdulwaheed.pk,Abroad,Interserver  Inc (US),986635,Commercial Facilities
homify.pk,CDN,AWS,991585,Commercial Facilities
awamiawaz.pk,Abroad,Hetzner Online GmbH (FI),994011,Commercial Facilities
sacollection.pk,Abroad,Hetzner Online GmbH (DE),994889,Commercial Facilities
caseon.pk,CDN,Cloudflare,998706,Commercial Facilities
kiu.edu.pk,Pakistani,,,Education
moitt.gov.pk,Pakistani,,,Government Services & Facilities
pakistancode.gov.pk,Pakistani,,,Government Services & Facilities
braintel.net.pk,Pakistani,,,Communications
pac.org.pk,Pakistani,,,Government Services & Facilities
fgeha.gov.pk,Pakistani,,,Government Services & Facilities
www.airlinkcommunication.com,Abroad,"OVH - OVH SAS, FR",,Communications
www.alpinesinternet.com.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
www.urdupoint.com,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
acn.net.pk,Pakistani,"ACNNETWORK-AS-AP - Ashiq Cable Network (Pvt.) Limited, PK",,Communications
badarnetworks.online,Abroad,"AS-HOSTINGER - Hostinger International Limited, CY",,Communications
bignetbroadband.net,Abroad,"AMAZON-02 - Amazon.com, Inc., US",,Communications
broadbandvision.net,Abroad,"AS-HOSTINGER - Hostinger International Limited, CY",,Communications
en.dailypakistan.com.pk,Abroad,"LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE",,Communications
call2phone.com,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
developingtelecoms.com,Abroad,"KRYSTAL - Krystal Hosting Ltd, GB",,Communications
cits.net.pk,Abroad,"RAMNODE - InMotion Hosting, Inc., US",,Communications
cubexsweatherly.com,Pakistani,"CUBEXS-AS-AP - CubeXS Pvt Ltd, Internet Service Provider Pakistan, PK",,Communications
earthlinkbroadband.com,Abroad,"AS-HOSTINGER - Hostinger International Limited, CY",,Communications
www.ebone.net.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
stitch.withgoogle.com,Abroad,"GOOGLE - Google LLC, US",,Communications
www.fcnkasur.com,Abroad,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",,Communications
fastlinefiber.com.pk,Abroad,"HETZNER-AS - Hetzner Online GmbH, DE",,Communications
fiber-beam.net,Pakistani,"FIBERBEAMPVTLTD-AS-AP - Fiber Beam Pvt Limited, PK",,Communications
fc.com.pk,Pakistani,"LOGINMEPVTLTD-AS-AP - Login.Me (Pvt) Ltd, PK",,Communications
fibnex.com,Abroad,"IS-AS-1 - Interserver, Inc, US",,Communications
future-telecom.com,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
gerrys.net,Pakistani,"GERRYS-AS-AP - GERRYS INFORMATION TECHNOLOGY PVT LTD., PK",,Communications
globalconnectsynergy.com,Abroad,"IOFLOOD - Input Output Flood LLC, US",,Communications
gnss.com.pk,Abroad,"ATMAN-ISP-AS - Atman Sp. z o.o., PL",,Communications
helium.com.pk,Abroad,"HETZNER-AS - Hetzner Online GmbH, DE",,Communications
incableinternet.com,Abroad,"NAMECHEAP-NET - Namecheap, Inc., US",,Communications
logi-tech.net,Abroad,"WII - WholeSale Internet, Inc., US",,Communications
lbi.net.pk,Pakistani,"LBPL-AS-AP - Logon Broadband Pvt. Limited, PK",,Communications
loomnet.com.pk,Abroad,"NAMECHEAP-NET - Namecheap, Inc., US",,Communications
mtcl.com.pk,Abroad,"NAMECHEAP-NET - Namecheap, Inc., US",,Communications
multicityinternet.com,Abroad,"OVH - OVH SAS, FR",,Communications
muxbroadband.com,Abroad,"AS-HOSTINGER - Hostinger International Limited, CY",,Communications
www.techjuice.pk,Abroad,"LEASEWEB-UK-LON-11 - Leaseweb UK Limited, GB",,Communications
netelastic.com.pk,Abroad,"IS-AS-1 - Interserver, Inc, US",,Communications
netflow.com.pk,Abroad,"HETZNER-AS - Hetzner Online GmbH, DE",,Communications
nexcom.net.pk,Abroad,"AS-HOSTINGER - Hostinger International Limited, CY",,Communications
originnet.com.pk,Abroad,"HETZNER-AS - Hetzner Online GmbH, DE",,Communications
pace-tel.com,Abroad,"WorldStream - WorldStream B.V., NL",,Communications
pakdatacom.com.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
pbb.net.pk,Abroad,"NAMECHEAP-NET - Namecheap, Inc., US",,Communications
primebroadband.net.pk,Abroad,"TWENTYI - 20i Limited, GB",,Communications
rds.net.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
reliance-broadband.net,Abroad,"NAMECHEAP-NET - Namecheap, Inc., US",,Communications
satcomm.pk,Pakistani,"CONNECT2B-AS-PK - Broadband ISP, FTTH and Cable Service Provider, PK",,Communications
shahramteleco.pk,Abroad,"CONTABO - Contabo GmbH, DE",,Communications
smarttel.com.pk,Abroad,"YLINX - YLINX, LLC, US",,Communications
smart-net.org,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
sparklinks.pk,Abroad,"HETZNER-AS - Hetzner Online GmbH, DE",,Communications
ses.net.pk,Abroad,"WHG-SGP - WHG Hosting Services Ltd, GB",,Communications
superfast.net.pk,Abroad,"IS-AS-1 - Interserver, Inc, US",,Communications
supernetglobal.com,Pakistani,"SUPERNET-PAKISTAN-AS-AP - Supernet Limited Transit Autonomous System Number, PK",,Communications
teleco-solutions.com,Pakistani,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",,Communications
tw1.com,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
nova.net.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
topcity-1.com,Pakistani,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",,Communications
upnet.com.pk,Pakistani,"UPNET-AS-AP - UPNET (PRIVATE) LIMITED, PK",,Communications
waylink.com.pk,Abroad,"UKSERVERS-AS - UK Dedicated Servers Limited, GB",,Communications
wcpl.com.pk,Abroad,"OVH - OVH SAS, FR",,Communications
winet.com.pk,Abroad,"AMAZON-02 - Amazon.com, Inc., US",,Communications
worldcall.pk,Pakistani,"WORLDCALL-AS-LHR - Worldcall Broadband Limited, PK",,Communications
xfiber.pk,Abroad,"HETZNER-AS - Hetzner Online GmbH, DE",,Communications
xtreamfiber.net.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
ylinx.pk,CDN,"CLOUDFLARENET - Cloudflare, Inc., US",,Communications
